test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,post_data,00:01:00,global information,3000,3000,0,50,0.19,1.12,10.87,1.15,1.25,1.38,1.5,0.34,0.231,0.231,0.231,0.7
