test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,post_data,00:00:30,global information,1523,1523,0,50.1,0.19,1.12,15.97,1.16,1.26,1.4,1.54,0.51,0.231,0.231,0.231,0.3
