test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,post_data,00:01:00,global information,480000,480000,0,8000,0.1,2.49,157.09,1.76,2.54,6.54,14.99,3.36,0.319,0.319,0.319,149.7
