test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,post_data,00:01:00,global information,1500000,1500000,0,25000,0.09,2.78,98.03,1.82,2.47,7.74,22.03,4.61,0.319,0.352,0.363,516.2
